Id;Hash;Text_Cleaned
237;38EF26A61DB61211422C98C87832F7CBBC3063A28E09E16390D06FC7776189F6;Дни открытых дверей обычно проходят весной и осенью. Следите за анонсами на сайте.
238;99C99238127752D5B50D06F8E86DE02676EA8257C836A0A4B539C94EE1CA1CF3;Да, часто проводятся организованные экскурсии. Уточняйте информацию в приемной комиссии.
239;D027A0ADC4F86CE31FDD3174D20242638EBC90482EEED2AFB27EE344D7B4991B;За индивидуальные достижения (аттестат с отличием, золотой значок ГТО, волонтерство и т.д.) можно получить до 10 дополнительных баллов.
240;20C7DE7DE0267C5FA216C48AC152B13862530805F3E90D4372D53B88A19152AE;Льготы дают победы и призовые места во Всероссийской олимпиаде школьников и олимпиадах из перечня Минобрнауки.
241;ACB18E40B3B9EAE65EEE0F3EDD15C95141906DC6589896F9D1E4762E9A112EF6;Нужно использовать диплом при подаче документов. Некоторые олимпиады требуют подтверждения результатом ЕГЭ (не менее 75 баллов).
242;F9107122621B90CE3C61ACCFD54BAF22207D38777BC4035BAAE157D87BBD8F38;Да, выпускники колледжей могут поступать по результатам внутренних экзаменов или ЕГЭ.
243;148F847DB67A93041853B95730AF7E0D440C9E84FC480B4AD2555191874FC7C7;Да, студенты очной формы обучения получают отсрочку от призыва на военную службу.
244;BD34C8C38230ECE77ECD18548A575762096B0B6D47F3DEDFE4AD639BE7644EF9;Иностранным абитуриентам нужно предоставить документ об образовании с нострификацией, паспорт, переводы и другие документы. Лучше обратиться в отдел по работе с иностранцами.
245;054B01542B920AD1B6D1DE2DEE1297FBFDF722CF2337D783290FC10B991C5C16;Да, существует квота на образование для иностранных граждан, устанавливаемая Правительством РФ.
246;9EE4315FE213982FA10990F9BA88A9548450B336B74CDB5DE32DF3D478826564;После подписания договора и оплаты первого семестра издаётся приказ о зачислении.
247;13BA47473F1FDED73494973CED21B9704BC1C21F7AABEDDB994FFEFECBFF80AA;Да, если вы работаете официально, вы можете вернуть 13% от стоимости обучения через налоговый вычет.
248;61D21B4063341F147B93D910B86606753D29DA1AF55ECC4592811B95F3DA323B;Оплата обычно происходит по семестрам до начала каждого семестра.
249;BC0D33FFAFEE89F16F04FAD25B56F7038DD3219E1B624962EB00EF6DCFB5DFB8;У нас широкий спектр факультетов: от фундаментальных наук до инженерных и IT-направлений.
250;9F42D23C7A69EAB22E6138EBE1F55BDC38AFC44A5F78C84E1AF0F09FA28F8BAE;Факультет [Название] готовит специалистов в области [область]. Выпускники работают в [сферы трудоустройства].
251;58952A80BA1AE21BF62164013AC8A73F1C4723C1148F6401BD514A73A1B6FC4F;Традиционно высоким спросом пользуются направления, связанные с информационными технологиями, искусственным интеллектом, робототехникой и прикладной математикой.
252;9A76F673AE0F6685C9723BAB08A1BCEFF58A9AA54542D7EA1D4CCE9DA1DAE3BA;"Рассмотрите направления ""Прикладная математика и информатика"", ""Фундаментальная информатика и информационные технологии"", ""Программная инженерия""."
253;FFD33C9E0AA772F48137652472A36D519FF487BF6D8497B3127D0C57E54EC153;Да, многие факультеты открыли программы по AI и Data Science.
254;F9724619BA20A78F910551F1CA8368B441FCF3CB8AFE922A2F48309D11830AAB;Инженерные кадры готовят на множестве факультетов, таких как [примеры факультетов].
255;4B9B397D181514FFA13AC2ADB74D28F168227516940D6DF21014494B18F85B69;Да, в университете есть факультеты, такие как Философский, Филологический, Исторический, а также курсы по экономике и менеджменту.
256;366315A5FE9F245D71A40AADE57C078F0B29576D48B6E53686A759CB83E53B9C;Это направление готовит специалистов широкого профиля в IT, с упором на математическую подготовку и теорию вычислений.
257;D992AA5C4D19FB2501159634B13659AE8EA77186E49348D9B3C704F58CD2B82D;"""Информатика"" — более теоретическая, а ""Программная инженерия"" — о процессе создания больших и надежных программных систем."
258;71B9D45D85290F12EC126A8A894FDA5504BAF40D4FDEB02F7C7BA79AA21D94FC;Учебный план включает как общие дисциплины (математика, физика, философия), так и специальные.
259;ADAECA1D859ABC54C68047EE82FDDDDEF7248A1006AEADD7D0D207EEE6D0D9C8;Сложность субъективна, но традиционно высокой нагрузкой отличаются физико-математические и инженерные факультеты.
260;98ADA9E7BDDDD2D00C715301F53CA734C1364F434224B7FBEEBBFC9C855B9D7C;Все факультеты престижны. Выбор должен зависеть от ваших интересов и способностей.
261;275B21ADAE1A20D38B10EA2C3B4B25A3834AEB9A4E282ABFCE7A3E00140D8C39;Да, университет реализует совместные программы с ведущими российскими и зарубежными вузами.
262;72041A1D36CDA8DF3CC8EC28C45114DA4E85B6CF88A4AFE169752EE8E30A38FA;"Полный перечень с описанием есть на сайте приемной комиссии в разделе ""Направления подготовки""."
263;E1128030F37A197208D2C4D468E0E019CE18DF24611DBECF5F65C64516859604;Это документ студента, в котором фиксируются его оценки по зачетам и экзаменам.
264;9EE0F9178380414C00C35713D59F4BA29B7EA1FAB7A68236A95818F0A0A1B3EF;Зачет — форма контроля без оценки, экзамен — с оценкой по 5-балльной шкале.
265;729B5E176BF4DEBC7D746F9165D3E11873A517087D32A82F2B7E6CE38D55EAF6;"""Автомат"" — это получение положительной оценки без сдачи экзамена, на основе работы в течение семестра."
266;FB7D8F701BA8B45AC2E87CD61F960172C5E5D11247D3D414E63D920464D9A99F;"Успеваемость студента оценивается в баллах в течение семестра. Итоговый рейтинг влияет на получение ""автомата"" и стипендии."
267;8B609CA614972BDDAFB49A46467F66BCA5E73FE13CB1A42FC88F426EDA25C2D7;Государственная академическая, социальная, повышенная, стипендии Президента и Правительства РФ, именные стипендии.
268;6A86F3B701CEA096BC4A3BDF4A28F05B187295959B6403C088F62DB2F51E59A2;Студентам, предоставившим справку из соцзащиты.
269;2F62F22922312F461DADDE5A9016C01CF3C407A0115A161BC33E64847076C86A;Нужно иметь высокие оценки и достижения в научной, спортивной или общественной деятельности.
270;64B67D2C3D0D376B45DCC9A1254E5302419A78E770376D8043C99D221324B98D;Зимняя сессия — в январе, летняя — в июне.
271;9A7D768BBD2CB2EDB296BE31B3D2D4832C0F69193927BCADEA8CCC21A875E26F;Обычно от 2 до 4 пар в день. Пара длится 1,5 часа.
272;E9571641A3B20DCA13F26ABC15E7449937DB5B00014F9EE64C80FB9F73B44ADC;Это разница в учебных планах при переводе из другого вуза, которую нужно сдать.
273;74424C3C7DCCB3073A9D34F5544CF0D389F114AA028927A8A45F7B6100E7F683;Нужно написать заявление в деканате и предоставить подтверждающие документы.
274;0C4142B1F7A0B71B03A0240D48E70DB05CC907E4270EEA0247B8C2856F7742F4;Это итоговая квалификационная работа, которую студент защищает в конце обучения.
275;6DBEC6A773728FA0717CEF1474B8415A8D2905E5B681595D9433CA4985250C91;Руководителя обычно выбирают из числа преподавателей кафедры, близкой к теме диплома.
276;C84CAAB64E4B65D450462C084D2E04665E368B93AC43CB370E18BBAA4D08DC85;Это научная работа, выполняемая студентом в течение учебного года.
277;8391177914CF349259A5AE4A746F836867EF49F73B0380F0DD5833168F46B9E6;Да, через программы международного обмена.
278;A0F2FF819D373F803A17D393E16DBDEE79FCABD3B7F055E5DE3A723BE36B2A04;Нужно иметь хорошую успеваемость, знать иностранный язык и подать заявку через отдел международных связей.
279;6BDEEC043B9F0786EF28327B25CAB3F5ED85A2CBCA0A0CF7151309E855DBDB20;Это курсы по выбору, которые студент может выбрать исходя из своих интересов.
280;8C0B9B0B4A2E7A3D9E28B368E58F2C0CCA7321478188BB56D901D0C80E47AC63;Запись происходит через личный кабинет студента в начале семестра на определенную секцию.
281;59FAA2DC66FFA0E82EE6EB65BAAFEFDA9C17DBD541D07221C99E0BAD85EBB366;Немедленно сообщить в деканат и предоставить справку от врача, чтобы перенести экзамен.
282;B5E0FCEDE9DBC1369BB11D7B30F67F39291B5B4FB873E902D87D44F52A7317FC;Восстановление возможно в течение 5 лет после отчисления при наличии свободных мест. Обращайтесь в деканат.
283;894C6127281464551B3C7A442756C12C916876AB4A07A04F74CF1E2175BB78D9;Да, СНО активно работает, проводятся конференции, публикуются сборники статей.
284;6C339FF900373F4ECEFC61E44CDEF7CC1240D5FD47568C64128325C7B39D8AC0;Студенты могут публиковаться в сборниках конференций или университетских научных журналах.
285;4D4DFCEA6601E9AA89438F67FD7CD46568664D83E908EDC05C72A5B11472C498;Обычно весной. Следите за объявлениями на сайте и кафедрах.
286;0F15B360AF4A4479AABB67D47C00D3B285B5340587C13ED6F6DCB32D7C96A8E6;Да, студенты могут участвовать в конкурсах на получение грантов.
287;8F34D6244C86CFC640632372A05B4476324DC9E1A5CE45420624011FE0163806;Обратитесь напрямую к заведующему лабораторией или научному руководителю.
288;804E7E53DBA84B9C1557F4107534A1CD9282A62A1FC89FF1CC86851A5DFDEF4D;Да, в университете работает Центр карьеры, который помогает с стажировками и трудоустройством.
289;4EB1E74917D3FFE8031A3C06A25D7F4A7166D0A6E9A08E47678D5D9540B2C4E7;Это ведущие IT-компании, инжиниринговые центры, банки и другие.
290;01C0FB7BBCB366C7A4E1DFEB0EF23C8DE28337CA1D1ADC5847E0927E35E0B4AD;Выпускники работают программистами, инженерами, исследователями, аналитиками, менеджерами в крупнейших российских и международных компаниях.
291;F603E91390B6DD1321388C2032C8C112BBC1D58C0F69EDA4EF9F3CA2A8EC6FC9;Через Центр карьеры или напрямую откликаясь на вакансии компаний-партнеров.
292;7F788F43A242FC47AB4BF0CB7F76B2F8069C24B39523465AB8B3030248A2A887;Уровень зарплат выпускников технических и IT-специальностей является одним из самых высоких на рынке.
293;F77C4F34E154FDCD041BE5096A13118F352004FBD1AA325A6533E0C05F5B978D;Для студентов предоставляется доступ к сети Eduroam или корпоративной сети по логину и паролю от личного кабинета.
294;D68DF84D122148DACA0D76D0D5BEC9652CA88BD04A8084641D37BEC2958AB2FB;Это онлайн-платформа, где можно посмотреть расписание, оценки, задолженности, оплатить обучение.
295;FA1C1B29D3C03A204853F4ACFF1529C8D8A309C6B253CDF014FFCBFE586866EA;Обычно через сайт университета, используя студенческий билет в качестве логина и пароль.
296;DF92E716A97E402EE31D44408927BF52DDC3ADB4DC7F970F1D292FD6609B0A67;Библиотека предоставляет доступ к электронным и бумажным ресурсам. Нужен студенческий билет для записи.
297;ECB73E5A324B99F06B4C91532B67A66C17FD2BEEC15A9AA42C88BB43DEAD69EB;Да, с компьютеров университетской сети предоставляется доступ к ведущим мировым научным базам данных.
298;C70D3D9E28B5498FEFC8471506E6A432BBF21951C0C6F4108FB328C89EF9ED1D;Через личный кабинет на сайте библиотеки или при личном визите.
299;F0FF3A35F18BF6216EA9FD3A19BD0DC4A5F4CE70D9360966376004F4DED6A807;В университете часто есть центры тестирования, где можно сдать экзамены типа TOEFL или IELTS.
300;DB77D364F38B7EC864BB4228E4A5B8C2A93C91AED7C116119157ECCDCCE6BD04;Да, по некоторым направлениям существуют программы с зарубежными вузами-партнерами.
301;3875EBDE46AC55C8108BCEE33793382A5B5860CD0C6727F4FCDB8E45D7D58FBE;Нужно сдать вступительные экзамены, иметь публикации и предоставить план диссертации.
302;B2BBCA070EED42E4F52A61C9216B131AAFC9B58B08633AF09E668C6A22D0F23E;Это экзамены по философии, иностранному языку и специальности, которые сдают аспиранты.
303;9C2CA1CF9F93E61A22A9B09325BD8E59D26125AE4EE774CF4413469B2EB0E1D6;Аспиранты имеют приоритетное право на заселение. Нужно подать заявление в аспирантуру.
304;25F4C4D592BC78F07801B4D50F573B350F47715F2213806087F666426FCC8B85;Да, университет выделяет отдельные места для лиц с ограниченными возможностями здоровья.
305;0E9E669B1F32ACE409EE121A71C1125A35C1C3F7A1F3ED64442F3107CF231AEB;Да, ведется работа по созданию доступной среды: пандусы, лифты, специальное оборудование.
306;8D52F88C65B9541E3B2F5D41DC0AEAFDEFD93B06BF02D2D5481F65D43FF5F016;Да, в университете работает психологическая служба для студентов.
307;095304FA224E96B9620D38D2E70E5896B2BB12B7663120062D19C8E7786FAFAD;Это орган студенческого самоуправления, который представляет интересы студентов.
308;F855DB7FA46BCD0DEFAE274A724421F1A56E94B73E75262D210A7742B37E1F84;Информацию можно найти в штабе студенческих отрядов или в профкоме студентов.
309;A11FDC229BDC11CBDA2D0B0AC07E4AA1A8E0951C7E8D2DC25A54B2E513A488A1;Профсоюзный комитет, который защищает права студентов и организует различные мероприятия.
310;9FC8572BBDB4BCEAEC6652316E6CF9238DC01A8B15E1A4A5A79048CD6A3178B0;Нужно написать заявление в профком и предоставить документы, подтверждающие сложную жизненную ситуацию.
311;79D6C17D471B6D6EBFD6A086E19A21CD902D3AE5930379A93F1925FFE98B072D;Студенческий билет выдают в начале первого семестра после зачисления.
312;EDB637B151836C2077BDC6D0C4127CC7743C727DC6347991A5287E1291B72F3B;Многие вузы переходят на электронные зачетки, которые доступны в личном кабинете.
313;1A1374E97215228994C6916F5DD99A5F0C89C978CB4EF2B1533010CDA0673781;Такую справку можно заказать в деканате или распечатать из личного кабинета.
314;A5D96689BD97FCAEFDDDD119B39D7597D230859DA08EAC92E870E437BBD1BB5D;Оформить ее можно через профком или специализированные центры.
315;00620C6D65C1163499371954E46B009C0B812CF963E8E97652CFC4668A4B5726;Льготы на проезд в общественном транспорте, скидки в музеях, кино и т.д.
316;60CE403913EC59D077E80C25A72D39D19536DB5A43B0DFE7A184E7F68E4A3165;Оформить через профком или МФЦ, предоставив справку из вуза.
317;3A8061D4AAB89B3BB89CD3F368BE601FA07F8F0529BE19495CD14F6FAFE8443B;Нужно написать заявление в деканате о выдаче дубликата.
318;3045CFEFDAE7DAA96AB0001CB307EAF18038F06AD8DB35D5998E7A050EBEF796;Нужно пройти внутренний перевод при наличии свободных мест и сдачи академической разницы.
319;96462649764DABA0BF85959E999AF41D8625A1F72E0EA6A848A68B5151265B7C;Группы формируются при зачислении. Изменения возможны по уважительной причине через заявление в деканат.
320;FB33719F4BD475FD84DD8721029F1FCD662A5E7E10258A5710A432A85579CFB3;Это преподаватель или старшекурсник, который помогает первокурсникам адаптироваться.
321;5986FA4565EB166C1A62238C503945C79D708D0B692B87735F676DD5012F0047;Торжественное мероприятие, посвященное началу учебного года для новых студентов.
322;C486D484DC92BFF511D108BF78613924FBE9275F6E92B2EA5EB6593113F558B6;Обычно в сентябре-октябре.
323;26AF5C30EA414823C6A9693F01F729CB3D8156142B18E4ACF877BDE0208A90FB;Нужно собрать команду и обратиться в студенческий клуб.
324;4FDDA95F9FDAB190F9D6E9416F946E3280C7F2614780A530CDE0C31A8839D341;Да, в университете много творческих коллективов.
325;FE4F5213D856C74ADD014E7BBC41617F962AAC1A9FF606978B0CBB67B6D9207F;Через личный кабинет или обратившись непосредственно в спортклуб.
326;F09414C5BF6B171C5425796E47688AE37D3EBB340AB6A8F77EC4E180D170A3EB;"Адрес можно уточнить на сайте университета в разделе ""Спорт""."
327;9C572F84F4079266D58E81466A2400DE05040644F05B662BA0A045D933297C6F;Да, регулярно проводятся соревнования по футболу, баскетболу, волейболу и другим видам спорта.
328;BAC1950ED27745A02A3DA6DB46D9C1B0362C3EC838BDC3CBF39479467C0FA310;Да, по согласованию с заведующим лабораторией.
329;DA977D1316AF451ABD07D7090B7F17BBF6E05DEBEF63D631FB036E40ED55F1AA;"На сайте университета есть раздел ""Наука"", где публикуются такие объявления."
330;3C6A7B0690B4B6A05199B8601571CF2EE151CE01E377BC85B15AAF287031D689;Это подразделение, которое помогает студентам коммерциализировать их идеи и создавать бизнес.
331;5A9A205D2BE5E763A398787346D75ABD132311DA16C16E321B292169B10D3D8A;Информация публикуется на сайте бизнес-инкубатора или стартап-студии вуза.
332;8D044CC0A2340118D97777AA0FCD106D0E61A76CB8BB3B060626914F3FE2289A;Да, такие программы часто организуются выпускниками и Центром карьеры.
333;AC5C403616C3245A1A99E697FC6B30F67A526B0A7E979EECCD3ACDBD8277DCAD;Через сообщество выпускников или Центр карьеры.
334;4DCD0CC244703952E42670BA3CB62972398F32353BEC50D114E986894C112ED4;"Это латинское выражение, означающее ""кормящая мать"", часто используется для обозначения университета."
335;D6963E6A9CA259362F66593648493CC39DA42DD5D049C3A226CA4B18C8540A52;День рождения университета — [дата].
336;836D7D92002408B96AA7983466EB21315C158EEFA923D330ACA2E586027B2F56;Ректор — это руководитель университета. [ФИО ректора].
337;DBE96C389C6ADE299B6AC6AF9515AF23882BB22B25CD7F76D9F26281B9C1324D;Это коллегиальный орган управления вузом, состоящий из ведущих профессоров и преподавателей.
338;C1C4B8FF2297657A52EFF0AC0BCC7E930BD0023B77FD7FE4C8F98E48D20EB3F3;Через электронную приемную на сайте или обратившись непосредственно в ректорат.
339;9CCDF4B4296C4ED818F91427C8E18087244E94B1AEAC0EEFF60C71C7E294A37B;Сначала попробуйте решить вопрос напрямую. Если не получается, обратитесь в деканат.
340;6B22C7CD6ABAF6D4BB6E74AFDFDC74C947477C29BD7FA3B52FAB6E1C8FB59AF7;Рядом с университетом обычно есть много кафе и ресторанов на любой бюджет.
341;CD6C2BDA539F36AAEC09FC150E1E14E59060A8A4CDE7F77C79AB6A44FD146078;Да, в главных корпусах обычно установлены банкоматы.
342;FF60390EB34FB7FB14A64E34042CE34D2B839E4A76C79C42C60B3439052E69E4;На территории кампуса обычно есть медпункт. Студенты также прикрепляются к городской поликлинике.
343;42391DD15ECD3774CE09D0D60BFCC11A578840CCD1984D98EDE4111C8133FB3A;Да, медицинская страховка для иностранных студентов обязательна.
344;9595F026B1559F8D00A2C87D5A6119532A1E6FDDC1F38F9A117A74FB120CA51B;Иногородним обычно помогает вуз с временной регистрацией. Иностранцам — отдел по работе с иностранцами.
345;DC241660EE05B6C1DFCA69ADAA6108D419D44DDBB1C71A522FA00AE92FF003A9;Это возможность учиться семестр или год в другом вузе-партнере.
346;0EC1EEB89CD9E0C6FDFA06E82BB71116863032389342A9256854B1D825539FDA;Перевод возможен при наличии свободных бюджетных мест и отличной успеваемости.
347;2F8F8D2D00E3AE4283FDB0342C4E5A9F88F46FCBCAB4453A05FBB2F2B851BBD9;Справка из соцзащиты и заявление в деканате.
348;C87F931040BB62BAFA9E5D2C6966845CCBE54C7B37D2CC239D110B9938131EA6;Обычно в начале каждого месяца.
349;6EAB2A115728EBB6C870AB4650F728E1C3D0630317A365A00C93E649AB5ACF08;Это общая сумма денег, которую вуз распределяет между студентами в виде стипендий.
350;7CBF9CA61E8ACD85820E6889FC2976CB37744A19A8681CF4D9881AED69F2B914;В личном кабинете студента.
351;C61A1A270EF7EC61CF0C898538C8A043F6A3CF532C2BAA0874ADF1F573DCD509;Это общее название для цифровой образовательной среды вуза.
352;B5FCEF140E28CD400F4637AB099EC9E0C626BDC1B9081B385406444F37394F8D;Написав ему на электронную почту или договорившись после пары.
353;9C7316D16383BE1046F1178C5F27B5A399C2D4FD9441800B9FD3512FC097CD66;У вас будет несколько попыток на пересдаче. Если не сдадите и их, может быть назначена комиссия.
354;1BF2A60F098A10FF3CEADEB8588A9F6E46D2E326636DB3E8E96ABD753713486D;Это наличие академических задолженностей.
355;BF2B9AA78685D23033E04147829D0C6A89DFE16FE325CCB01D5C2B8B464AF858;Вы теряете статус студента, отсрочку от армии и место в общежитии.
356;D5327557B86279F5B2DCF9502BD9BFED318A88232932EB75FA22296A4319F784;Да, многие банки предлагают образовательные кредиты с господдержкой.
357;426A24C71FFC68F7F883511AA4F98A6797FF27CA223F7269594EFA97E2019D6F;Подать декларацию 3-НДФЛ в налоговую инспекцию с договором и квитанциями об оплате.
358;BE6E76E51AE46C4B10F1D382CAB7972DA6E1958AD9526763BEE1EC602660AEC0;Это кредит с льготной процентной ставкой, основную часть которой покрывает государство.
359;048C37DF3BDA890CFB55475489792932C0E174233D7ACA93E11D5EB657B803A8;Да, у многих вузов есть музеи.
360;384A3F6B338938323A208BA3A4C98854B994047D9F00E0533F254F3568E87665;Да, часто проводятся дни открытых дверей и организованные экскурсии для школьников.
361;BF7C3E6508A960592D278E67D7E684CBF3FBE92D68C2A573D363AB05B030D920;Это курсы и мероприятия для школьников, помогающие подготовиться к поступлению.
362;B43D3C29445B73A4A11B2D798A75D03708133793A68994FB2136ED93B647A21E;Обратиться в студенческий совет или центр волонтерства.
363;5A218C4773F3AB74FFB832162A60CE13049599500BDA6B70E4C53DE3DBC2E1CC;Да, часто приглашаются известные ученые и выпускники.
364;772B3383A895DB902D310D3832BE501D726A13D24B9A4657D6DB01AE0B875845;На сайте университета, в группах в социальных сетях и на информационных стендах.
365;7572A1DA1259C5127AC2C11C898FBC25999103089A98ACA32776985C198CCCB3;Это основное учебно-научное подразделение вуза.
366;45CCCED403AE3B7DB97BC427B49EE4B97F24FBB76690D128EF925AEB449627A2;Это административный орган, управляющий факультетом.
367;40B4B33CD77C7C21B36783FB9AD27A7B38CEC8F60366752B5D9E576C38011525;Руководитель факультета.
368;4A3BD1727AA1FB6B814250D9E565C2D1226268A3F0CF21D1299A95D76E1DD891;Заместитель ректора по определенному направлению.
369;672705B7D777B5E564D7AA97F23F9264D6B02B8470C7B2FA352C255BFE082551;Лицо, обучающееся в аспирантуре и подготавливающее диссертацию.
370;5D5AF50FC22A9CCEFD3D286A6E72194169812625C76D422607F3DBFA9A4F4048;Уровень высшего образования, продолжительностью 4 года.
371;21212CC8CF0A33DD1F3959851F3196512716CAB6A7F50D17A50499BC4083337A;Уровень высшего образования, продолжительностью 5-6 лет.
372;1112D4A8477E82946480CF5C2333412ED90ED43DEBE148EF22114F9AC6D50EB4;Уровень высшего образования, продолжительностью 2 года.
373;D42CE0E82D57B74529386F4E5A4B97CBD80A1924A71FD7FE43CF8C468DB66018;Бакалавр — это первая ступень, магистр — вторая, более высокая ступень.
374;32C16D7112C5F6F6C9AE34FDB69A9845315ADE72F0CC2D990AB308386ECD29FF;Диплом государственного образца.
375;F264B38D7F79FE6AA7D4402B5AD88DA623C0A8C5B140938F8A010F6C9B376A53;"Диплом, который выдается при наличии большого количества оценок ""отлично""."
376;DBC9AE4E760459CB70B209F4E650C39A83AC4B8F55EC386E61B92B6C2504A331;"Не менее 75% оценок ""отлично"", остальные — ""хорошо""."
377;59D93831401AF1692A8401B54BA59B93EF64286382A6421892E5CAFAAA17DC2C;Это документ, в котором перечислены все изученные дисциплины и оценки по ним.
378;3A2D6F7CB53F2102DF714C9B1D2966529B01B7FE9383B8CEFBEFE905450C81CB;В случае утери, нужно подать заявление в архив университета.
379;21C00B14104A43F1CA6779DFA2995A586B64BDF605DF463F3F0B862641CBDC3B;Это процедура признания диплома, полученного в другой стране.
380;41C78BE16ED4D348C2782E0661D80BDF840218AF2580D9F1B11B9D521A7F65E0;Да, диплом признается во многих странах, но для работы может потребоваться нострификация.
381;B360CC7CF9FBC59882A3DE6E405ACB7F40D0350CAA241798CE6D377F4871AA2F;Для сложных вопросов, пожалуйста, обратитесь напрямую в приемную комиссию.
382;CC0891DAAFB729AC0A9C70A7BE1329FECDDB0D96AEAB6791133C918EF21E3332;Всегда рад помочь! Удачи вам в поступлении и учебе!
